content,score,sentiment
itu tolong dong diperbaiki sedikit jangan bolak balik suruh verif ulang masa sehari sampe verif x sangat mengganggu bagi yang pake dual simcard seharusnya selagi tidak mengakses mbanking dengan jaringan inet yang berbeda jangan suruh verif ulang terus mengganggu sekali,3,1
gk bisa cek saldo otp mulu tapi gk ada smskartu sim ada pls ma pket datanya msh gk ada otpnya,1,0
sangat berguna,5,2
qr sering gangguan udah x kaya gini  dimutasi ada tapi ga sampai ke rekening tujuan tolong diperhatikan bos pengirim rugi kalau seperti ini terus,1,0
maaf sebelumnya kenapa tf dari bca ke bca digital harus memakai admin kalau gratis tf ke bca digital itu sangat meringankan dan memudahkan para mahasiswa yang harus berhemat,5,2
udah mantabb tapi lebih bagus lagi tambahkan fitur temahihihi,5,2
sekarang kok jelek aplikasinya pindah data karna ganti hp kok sudah bisa semua tapi bilangnya tunggu lampu hijau lah kotak lampu nya aja tidak ada loh dibagian masuk ulang karna ganti hp tolong djarum grup diperbaiki jangan sampai nama yang sudah dibangun lama dan citra yang sudah bagus bisa langsung drop karena aplikasinya haduh gak tau deh tau hijau merahnya dari mana,2,0
menarik,5,2
login selalu gak bisa padahal nomerasoh aktif nomer ktp sesuai pulsa ada parahnya pulsa ke potong tapi tetep gak masuk minta nomer nik lagi,1,0
top,5,2
bisabisanya minta update aplikasi setelah proses verifikasi jadinya harus verifikasi ulang lagi dimana mana tu minta update aplikasi di awal sebelum melakukan aktifitas apapun ngabisin pulsa aja,1,0
ga bisa mbnkink,5,2
playanan bagus sangat membantu bagi pngusaha kcil,5,2
every single time when im about to pay something from a second app that connected via bca oneklik i have to wait for an otp code that will never come,1,0
ok,5,2
sudah berulangulang meminta otp tapi kode otp tidak terkirim juga padahal nomor telepon masih sama makin ribet pelayana makin turun,1,0
bagus sangat membantu,5,2
pelayanan sangat cepat bank terbaik the best pokok nya i love u bca,5,2
bca kapan buat transaksi pakenya fingerprint atau ga pas login aja deh,5,2
good app,5,2
kenapa selesai update sy tdk bisa lihat saldo sy mohon di perbaiki lagi makin tambah tdk nyaman pakai aplikasi m banking bank bca malas nabung di bank bca lagi tiap kali masuk slalu sruh registrasi ulang di atm terdekat aplikasi apaan kayak taii kucing,1,0
bagus,5,2
min ini gimana saya transaksi qris pas mau scan malah gagal tpi di mutasi berhasil terpotong saldo saya pas di tanyakan ke penerima ga ada saldo masuk tpi saldo saya berkurang tolong di proses min,1,0
ganti hp terus diminta verifikasi data diri ga bisa datang langsung ke cabang bca terdekat malah disuruh ke cabang bca pembukaan rekening pertama bca sekarang sangat buruk ,1,0
membantu,5,2
sofar so good,5,2
very fast in purpose of transaction indeed,5,2
mbangking paling anjing,1,0
semakin memburuk,1,0
indikator bca mobile saya merah terus dari hari kemarin,3,1
sangat puas,5,2
tampilkan di layar beranda,5,2
bca anj gajelas bgt barusan aja rekening kena blokir tanpa alasan yg jelas,1,0
mantab,5,2
bca mobile sayang jarang di gunakan lagi krn hp terlalu banyak aplikasimaklum cuma  ram nihpadahal sy paling senang menggunakan nya,5,2
tolong dong bca beli paket data saldo udah kepotong tapi paket data belum juga masuk tuhh kejadian bukan hanya sekali ya tapi beberapa kali tolong dikasih solusi atau di perbaiki lagi yaa,3,1
bca tolol orang mau tf malah masuk ke mutasi,1,0
mantap mendukung,5,2
mengapa tidak bisa download estatement selalu saja tombol download tidak bisa diakses,3,1
bca ke bca digital blu kena admin sistem yang dikelola oleh bank yang sama malah kena admin makin buruk ya sekarang,1,0
mantap,5,2
bagus,5,2
payahh,1,0
sangat membantu,5,2
apan sekarang jelek banget verifikasi wajah sekarang dipersulit,1,0
bermanfaat,5,2
saldo tiap bulan selalu terpotong rprp ribu tanpa transaksi tidak jelas ,2,0
apk ga guna  semua masalah saya tidak bisa di selesaikan oleh cs nyadi suruh hub ini lah  itulahujung nya kata mohon dari mereka yg saya dpatdansalah saya tidak diselesaikan cs gak guna,1,0
transfer ke blu by bca masa kena admin pdhal sesama bca parah sekali,1,0
bagus,5,2
kalo keluar masuk nya lagi kenapa harus pake sms si bikin ribet kudu beli dulu pulsa reguler aplikasinya update sistemnya jadul kan bisa wa atau email,3,1
setelah update aplikasinya force close,5,2
app crashes every time i open after the this years january update,1,0
cukup baik,5,2
bagus tp lebih bagus klo ada pinjaman tunai nya,5,2
good,5,2
mantap,5,2
sangat bagus dn membantu,5,2
zamanya login pake pingerprint trs tolong buat riwayat saldo masukbisa di klik buat cek detailterutama jam masuk uang,4,2
excellent,5,2
kenapa gabisa di buka aplikasinya,1,0
mantap dah  thn pke mbca gk prnh ada kendala klo bisa tambain tema biar ga monoton warna nya,5,2
sangat bermanfaat tingkatkan terus keamanan agar kami semakin nyaman dan semakin aman,5,2
baik,4,2
masalah kartu atm teruntuk yang terhomat pengelola bca izin menyampaikan saya berada  tahun di dubai dan selalu menggunakan atm bca until transaksi dan m banking untuk layanan transfer saya mendapati banyak teman yang tidak bisa melakukan transaksi karna mereka punya kartu dengan nomor yang di tulis bukan yang di cetak timbul pada kartu untuk di dubai hanya kartu dengan nomor cetak timbul bisa di pakai atm dengan nomor tertulis dan tidak timbul tidak dapat di pakai sayang sekali,3,1
jelek sumpahharus verifikasi ulang teruspadahal kartu sim sama aja pakai yang daftar untuk bca sampe kapan gw harus isi pulsa terus hdeh,1,0
setelah sekian lama gak bisa di buka sampai hampir mau datang ke cabang bca terdekat ternyata masalah utama adalah sim card nomor yg di pake di bca harus di sim card pertama pantes gak bisa dibuka dri kemaren,5,2
sekarang trasfer dari bca ke blu ada biaya transfernya,3,1
ok mantap,5,2
lahh masa pindah uang ke anak perusahaan sekarang ada biaya adminnyake blue bca ,1,0
gagal login terus diminta tanda setuju tapi nga bisa justru yg muncul penjelasan fungsi terus,1,0
setiap ganti hp selalu gagal verifikasi tidak semua orang mau ke tempat bca langsung,2,0
knpa slalu close setiap buka app nya pdhl jaringan sya udh bagus aksibilitas juga udh di atur smua msh gk bisa masuk appnya tolong donk gmna nii solusinya pdhl lgi butuh banget,1,0
sangat membantu,5,2
ini gmn mo login untuk ngeklik kotak persetujuan syarat dan ketentuan bener ga bisa di klik gimana solusinya ini,1,0
tambah fitur saham,5,2
kenapa setiap transfer ke bank lain selalu gak bisa pesannya sementara transaksi tidak bisa diproses terus mohon bantuannya,2,0
tf ke blu skrg kena  awalnya gratis,1,0
true oo,5,2
sangat berharga,5,2
bagus,5,2
habis update malah susah login padahal sinyal juga lancar internet putus terus,1,0
apa lakilaki sya ga bisa sama sekali,1,0
terbaik,5,2
tolong buat klik bca bisa lihat nomor kartu supaya bisa memudahkan log in ke bca mobile kalau kartu hilang,5,2
oke,5,2
ok,5,2
io foto,4,2
belanja nyaman,5,2
rised,5,2
pelayanan kurang memuaskanuntuk pembukaan rekening baru via online,1,0
perbaiki jangan menyusahkan nasabah,1,0
saya sudah  hari ini tidak bisa masuk aplikasi selalu blank dan force closed terusdi coba berkala masih belum masuk,1,0
saya beli tiket saudara saya ke kelud pelni dari aplikasiknp g tertera y di pihak pelni  kode boking g sesuaigmn pihak bca inisaudara saya jadi nuntut,2,0
kenapa transfer dr bca ke blu bi fast kena biaya  padahal kemarin nol rupiah lho,2,0
good but somebody try to remote the application,5,2
too much error and maintenance especially when do the transaction in night time,1,0
kenapa pembayaran pnpbpenerimaan negara non pajak belum ada di mbca,4,2
ok,5,2
bca melayani nasabah dengan baik dan santun,5,2
mau upgrade tp gada tulisan nya,5,2
kenapa saya selalu close terus saat masuk apllikasi padahal sudah delete dan download lagi,1,0
sangat memuaskan,5,2
keren,5,2
kenapa g bisa di donlod,5,2
mudah untuk bertransaksi,5,2
tidak ada opsi top up flazz di mbca,1,0
kenapa saya tidak bisa memverifikasi no rekening padahal signalpulsa saya ada dn bgus tolong dibantu ya,5,2
sangat membantu transaksi,5,2
sangat membantu,5,2
memang sulit nih apk sering gk bs di bukak buruk sekali,1,0
transaksi batal tapi saldo di potong,1,0
kenapa tidak bisa mendapatkan sms aktivasi ,1,0
apk cukup bagus tks bgmna sy bisa dptbikin k atm  krna dari awal bikin m_banking ini blm bikin  mksh,5,2
bca sistem penagihannya parah bgt untuk kartu kreditnyapadahal bank gede tapi nagih kayak pinjol dan gada solusi,1,0
kekurangan app ini sangat banyak salah satunya ga bisa ganti no hp yg tinggal dipedalaman menangis gara² ini,2,0
ok,5,2
mudah dan dapat dipercaya,5,2
sangat membantu untuk transaksi online di usaha saya,5,2
susah banget anj buka rekening di aplikasi ini malah abis pulsa yang ada tapi kaga ada proses nya katanya mudah apanya yang mudah ngabisin pulsa doang eek,1,0
bagus,5,2
keluhan yg saya ajukan sudah di atasi good job bca,3,1
bosen sama bca harus aja daftar laginya pake pulsa knp ga pke online aja kuota gtu hp ke reset dan aplikasi ke hapus udh tau udh agak ga zaman beli pulsa pada pake wifi skrg gua baru hapus ini aplikasi karna harus pake pulsa segala lah verifikasi nya ribet,1,0
kak saya mau lihat mutasi yang tahun kemarin nggak bisa maximal  hariterus inbox di m transfer juga kehapus gara gara hapus aplikasi terus download lagi jadinya inbox di m transfer ke hapus saya mau liat inbox m transfer yang udah kehapus itu nggak bisa ya  saya mau pulih kembali inboxnya yang dulu tetap ada,4,2
mudah untuk segala hal,5,2
kenapa harus verivikasi wajah mlah g bs masuk tlg hapus g guna,1,0
oke,5,2
masak registrasi sampek  kali masih disuruh registrasi terus sampek pulsa habis k tolong di perbaiki soalnya gak kyak biasanya registrasi terus menerus,1,0
bagus pelayanannya respon cepat,5,2
sangat bagus,5,2
ga bisa donlot,5,2
knp kode otp nya engga di kirim pdhl berulang kali tapi tetap engga di kirim kode otp nya,1,0
sangat sangat bagus dan membantu,5,2
bayar qris ga sampai  saldo di potong  sudah komplain di hallo bca tapi lama kembali sampai harus nunggu  bulan  pelayanan lama  lelet  tdk cepat respon ,1,0
ok,5,2
okay bosskuu,5,2
bintang  buat mbak rere customer service kcp bca delta sari indah waru sidoarjo jawa timur orangnya sangat baik dan sabar  terimakasih atas pelayanan anda dari saya pak ardi driver online grabgojek,5,2
sangat penting,5,2
akhir² ini eror mulu lgi dibituhin banget eror terus,3,1
terimakasih bank central asia sangat membantu,5,2
ok,5,2
saya baru mulai mencoba,4,2
dari sekian banyak aplikasi mobile banking yang saya pakai cuma bca mobile yang paling jelek lemot menunya terbatas tidak ada finger print dan quick access tidak bisa hapus inbox sehingga sampah jadi menumpuk bikin lemot,1,0
terimakasih atas pelayanan nya,5,2
apk ajg gjls saldo gw kepotong gitu aja sumpah demi allah gue ga ikhlas dunia akhirat,1,0
ok aplikasi mudah,5,2
mudahh sangat membantu,5,2
oke,5,2
knapa gak bisa di buka ya,5,2
mudah dan nyaman digunakan buat transaksi,5,2
tolong dibatasi yang transaksi di atm maksimal hanya x tarik tunai maupun setor tunaisetelah itu antri lagi kebelakang baru bisa lagiklo ga dibatasi ada yg bisa sampe berkalikalisampai antri panjang cuek aja yg setor tunainyaujungujungnya pada protes yg antri mas gantian,5,2
sangat membantu dan bagus,5,2
knapa buat beli tiket kereta api hilang gimana sih bca mobile aplikasi kurang minuss,2,0
tidak bisa mengunduh ,1,0
ribet banget mau buat akun aja muter gak seperti yang lain,1,0
bulan ini error mulu kalo pagi,5,2
tiba suka merah sendirilawak,2,0
selalu lemot dan lama menunggu merah ke hijaunya,3,1
aplikasi tidak berguna,1,0
ini kenapa yaa aplikasinya tiap mau dibuka malah ga bisa langsung ke clous sendiri aneh bgt padahal sebelumnya gada masalah,3,1
good,5,2
ini ko gada notifikasinya ya padahal ada yg tf dan uang keluat juga gda notifikasinya cek di inbox juga gabisa yaa tolongg dong ada yg sama ga yaa,1,0
ingin buka rekening disuruh vc sama cs nya di vc hampir sejam ga ada yang angkat padahal jamnya dari jam  sampe jam ,1,0
kenapa harus aktivasi by cs lagi ga simple by phone habisin pulsa,5,2
knp gak bisa d buka,5,2
tolong munculin lagi menu delete history semua transaksi seperti dulu sama inbox flash inbox cardless ada menu delete biar notifikasi kagak numpuk min,2,0
terbantu,5,2
kemudahan dlm bertransaksi dimanapun dan kapan pun,5,2
sangat membantu dalam transaksi online,5,2
ngga bisa daftar keluar terus sangat buruk,1,0
neobank tetap yang terbaik ,1,0
aplikasi mantap ,5,2
halloo bca ini kenapa saya login ulang ke mbangking ngga bisaa yaahh padahal no telepon masih aktif dan pulsa pun masih ada l tapi kendalanya katanya di jaringan padahal udah di coba jaringan wifi sama jaringan seluler ttep ga bisa menyusahkan transaksi banget soalnya kalo kaya gini,2,0
sangat membudahkan dalam teransaksi,5,2
sangat membantu saya,5,2
gak transparan soal potongan tahutahu kena potongan gede anjng emang kena potongan apa aja gak tahu,4,2
aplikasi harus di perbaiki  mutasi keluar masuk uang harus nya ada riwayat saldo akhir atau riwayat transaksi  kita bingung donk saldo kita brp sebelum nya  tiba berkurang atau sebalik nya  masa harus kekantor bca nge print koran  kan skr sudah canggih  harus nya ada riwayat transaksi saldo terakhir ,1,0
mudah efektif fleksible,5,2
mau centang ketentuan yang sudah di jelaskan  berulang kali saya baca  kolom m bca g bisa di centang,5,2
ada dengan apk bca sih minta verifikasi ulang terus bikin pulsa abis saja mana kalo ditelpon operator y lama buat pulsa abis ampun deh,1,0
susah merah terus sinyalny,1,0
saya disuruh merveritifikasi ulang lalu saya lakukan tapi sudah saya ulang berkali kali pun tetap sama gagal terus,1,0
ribet banget kalau lampu indikator merah mulu harus nunggu hijau,2,0
hancur mau login ke device baru susah sudah diisi pulsa tetapi kode otp tidak ada yang masuk,1,0
bagus,5,2
bca mobile cukup ribet gk semudah dan semenarik milik livin,3,1
sangat mudah untuk transfer,5,2
mantap,5,2
menu gehapus inbox transferan sekarang udah ada lagi tapi ngehapusnya gak bisa lagsung semua max  inbox,5,2
harap update setelahnya agar work di dual sim saya sudah sign up disuruh sign up lagi karena no hp tidak dikenali masa mau cek saldo aja harus buka sim tray cabut kartu sim satunya lagi agar no hp dikenali trims,5,2
terima kasih bca mobile selama ini telah melayani kami setiap hari,5,2
saya sampe x gagal registrasi ulang keterangan nya selalu registrasi ulang tlp halo bca g ada solusi jelek sekarang,1,0
bca,5,2
saya ingin melakukan login ulang kenapa tidak bisa,1,0
kak mau tnya dong gmn cara y memverifikasi melalui bca mobile di menu abaot mksih,5,2
disini apa ada yg mengalami kendala seperti sayatiba² mbakingku terblokir dgn sendirinya tanpa kesalahan,1,0
bagus,5,2
 sd sekarang  aku pakai bca tapi sekanga aku kasih cukup  bintang masa transfer saldo kepotong uang gak masuk bahaya banget ini bank,1,0
bagus membantu sekali,5,2
setelah downlod aplikasi saya tidak bisa klikmen cheklis  persyaratan yang sudah saya bacagimana mau masuknya,3,1
ga bakal upgrade lahkhawatir ky kmrenhabis diupgrade malah ga bisa buka bca mobilemalah bikin ruwet,2,0
knp tiap kali masuk d hp sy selalu keluar terus y,2,0
mohon dikasih notifikasi kalo ada yang tf dong min,4,2
aplkasi yang mudah dan tidak ribet untuk transaksi,5,2
terima kasih bca mobile yang telah sangat membantu saya,5,2
indikator kenapa merah trus,4,2
ok,5,2
bermanfaat,5,2
joosselalu pentingkan customer dan permudah dlm hal bertransaksi,5,2
stuck on startup bca logo with latest update worst than other banking app i must move to other bank then,1,0
ok,5,2
mohon maafkok  tidak bisa transaksi di mbanking dari  bulan novembermohon kejelasan nyapadahal sudah update apk nymasih ga bisa masuk ke mbca,1,0
mau menutup nomer rekening bca gimana caranya,1,0
semenjak versi terbaru saya updateaplikasi bca mobile saya ngebugforcluse stiap saya klik pada smua pengaturan yg di arahkan sudah saya setting smuatetap saja tidak ada perubahan mohon solusinyaagar saya bisa akses mbanking via mobile,1,0
setelah update kenapa jadi gak bisa dibuka untuk transaksi,3,1
verifikasi gagal bikin habis pulsa,1,0
kapan min bca bisa scan qris pakai sumber dana kartu kredit bank sebelah aja udah bisa mosok bca kalah hehe,5,2
ok,5,2
bca anj emang untuk verifikasi perlu data yang persis dengan ktp sedangkan buat orang yang nama dan alamatnya panjang kesusahan ga pernah bisa penuh isi data yang benerbener persis dengan ktp jadi setiap verifikasi gagal terus apa susahnya sih naikkin maksimal karakter yang bisa di masukkin ke kolom nama sama alamat lu kira semua orang di indo nama sama alamat di ktp mereka pendekpendek terus mau ke customer service malah harus nelfon pake pulsa kalau ga harus install app halobca,1,0
